blockNumber,gasUsed
7210145,7991281
7210146,7998453
7210147,7983183
7210148,7983707
7210149,7990998
7210150,21000
7210151,3681562
7210152,7979059
7210153,7990910
7210154,7999791
7210155,7979846
7210156,7992009
7210157,7995469
7210158,7994932
7210159,7979778
7210160,7992060
7210161,7951737
7210162,7994005
7210163,7987741
7210164,7983971
7210165,7992190
7210166,7985045
7210167,7994161
7210168,7986504
7210169,7602454
7210170,7999293
7210171,7990806
7210172,7995401
7210173,725019
7210174,7988212
7210175,7984856
7210176,7951894
7210177,7994201
7210178,7976726
7210179,7990120
7210180,7998586
7210181,7987081
7210182,7981115
7210183,7984403
7210184,7908737
7210185,7995564
7210186,7980178
7210187,7995660
7210188,7995205
7210189,7989661
7210190,7991669
7210191,7918657
7210192,7983936
7210193,7980533
7210194,7984039
7210195,7997934
7210196,7992474
7210197,7990139
7210198,7990619
7210199,7982990
7210200,7983486
7210201,7996980
7210202,7983186
7210203,7997048
7210204,7987183
7210205,7959204
7210206,7998919
7210207,7990383
7210208,7983541
7210209,7987211
7210210,7997822
7210211,7992228
7210212,7994989
7210213,7973697
7210214,7982754
7210215,7984777
7210216,7996872
7210217,7983995
7210218,7991605
7210219,7989946
7210220,7987371
7210221,7987076
7210222,7996895
7210223,7989433
7210224,7994673
7210225,7992865
7210226,7985844
7210227,7981833
7210228,7996558
7210229,7996333
7210230,7996194
7210231,7984541
7210232,7959051
7210233,7993886
7210234,8000012
7210235,7984362
7210236,7985507
7210237,7986616
7210238,524727
7210239,7956477
7210240,2894911
7210241,7995531
7210242,7990200
7210243,7989011
7210244,7994938
7210245,7937964
7210246,5730187
7210247,7992420
7210248,7996662
7210249,7992395
7210250,7948186
7210251,7981430
7210252,7991717
7210253,7993753
7210254,7913222
7210255,7978638
7210256,7991509
7210257,7990011
7210258,7983896
7210259,7990484
7210260,7994788
7210261,7987771
7210262,7997538
7210263,7994778
7210264,7982146
7210265,7988206
7210266,7642726
7210267,7993282
7210268,7991606
7210269,7951062
7210270,8000691
7210271,7985678
7210272,7984518
7210273,7979779
7210274,7701236
7210275,7996984
7210276,7988162
7210277,7986832
7210278,7985987
7210279,8006835
7210280,1960789
7210281,7991136
7210282,7988590
7210283,7981991
7210284,7990745
7210285,7981443
7210286,7995977
7210287,7993483
7210288,7993230
7210289,7996648
7210290,7996404
7210291,7993278
7210292,7990113
7210293,7993041
7210294,3452772
7210295,7985332
7210296,7986702
7210297,7976645
7210298,7981792
7210299,7980339
7210300,7989702
7210301,7983158
7210302,7980331
7210303,7994149
7210304,7986747
7210305,8007329
7210306,8013487
7210307,0
7210308,7980153
7210309,7994845
7210310,7985554
7210311,7983384
7210312,7981943
7210313,7997834
7210314,1335716
7210315,7676136
7210316,7985539
7210317,7993162
7210318,7995227
7210319,7981188
7210320,7992445
7210321,7993614
7210322,7983692
7210323,7983948
7210324,7993642
7210325,7980002
7210326,7997894
7210327,7984031
7210328,1650988
7210329,7996724
7210330,7991995
7210331,7979527
7210332,7986759
7210333,7986394
7210334,7995835
7210335,858950
7210336,7994654
7210337,7994613
7210338,7980167
7210339,7980555
7210340,7991763
7210341,7994960
7210342,7999785
7210343,7994096
7210344,8003904
7210345,7998639
7210346,7981679
7210347,7983689
7210348,7988257
7210349,7984959
7210350,7993605
7210351,1299012
7210352,7998870
7210353,7995253
7210354,7991495
7210355,7994000
7210356,7987649
7210357,7994891
7210358,7995148
7210359,7994503
7210360,7985313
7210361,7979517
7210362,7987641
7210363,7959102
7210364,7990884
7210365,8004559
7210366,7992759
7210367,7998084
7210368,7984554
7210369,7992255
7210370,7994169
7210371,7997332
7210372,8000434
7210373,7812962
7210374,2146997
7210375,7985269
7210376,8000020
7210377,7980525
7210378,7989398
7210379,7993447
7210380,7982493
7210381,7996481
7210382,7998003
7210383,8002128
7210384,7986056
7210385,7998789
7210386,7986833
7210387,7989047
7210388,4645846
7210389,7996379
7210390,7984419
7210391,7995482
7210392,7999050
7210393,7998119
7210394,7998479
7210395,7996389
7210396,7990267
7210397,8001060
7210398,8014202
7210399,7990295
7210400,7995963
7210401,7995941
7210402,7989907
7210403,7997909
7210404,7999842
7210405,7996880
7210406,7996596
7210407,7990487
7210408,7995500
7210409,7990036
7210410,7995067
7210411,7997319
7210412,7983292
7210413,7992067
7210414,7993899
7210415,7995461
7210416,7979600
7210417,7989472
7210418,7992031
7210419,2672918
7210420,7986863
7210421,7993830
7210422,7998965
7210423,7988738
7210424,7998731
7210425,7985212
7210426,7990731
7210427,7998544
7210428,7995176
7210429,7994336
7210430,7990074
7210431,7984540
7210432,7994884
7210433,7983306
7210434,7997467
7210435,7980860
7210436,7999662
7210437,7996658
7210438,7984276
7210439,7986412
7210440,7995574
7210441,7982567
7210442,7983683
7210443,7979921
7210444,8003903
7210445,7968566
7210446,7996265
7210447,7990677
7210448,7911882
7210449,7985867
7210450,5796587
7210451,7997417
7210452,7988857
7210453,7988604
7210454,7980484
7210455,7984986
7210456,2856968
7210457,2988173
7210458,7990260
7210459,2833257
7210460,6127417
7210461,7133539
7210462,3430032
7210463,4824972
7210464,7550835
7210465,1815211
7210466,7807805
7210467,7996360
7210468,7985347
7210469,7993068
7210470,7993829
7210471,7981369
7210472,7990555
7210473,7991834
7210474,7993374
7210475,7999053
7210476,7993065
7210477,3121129
7210478,7992786
7210479,7987165
7210480,7981246
7210481,7997710
7210482,7991490
7210483,7988389
7210484,7979303
7210485,7984441
7210486,7994768
7210487,4365613
7210488,0
7210489,7995859
7210490,7991334
7210491,8004325
7210492,139682
7210493,7997241
7210494,7990228
7210495,7987382
7210496,7999269
7210497,7976445
7210498,7983456
7210499,7981907
7210500,7994039
7210501,7981064
7210502,7993856
7210503,7992454
7210504,7994973
7210505,7999268
7210506,7994934
7210507,5210217
7210508,4660053
7210509,7963326
7210510,7834270
7210511,7982030
7210512,7981867
7210513,7999010
7210514,7996144
7210515,7995803
7210516,7983112
7210517,7979132
7210518,7584301
7210519,8001701
7210520,7983162
7210521,7482767
7210522,7991001
7210523,7976549
7210524,7994282
7210525,7988219
7210526,7991821
7210527,7990631
7210528,7987993
7210529,7983815
7210530,7992175
7210531,7960491
7210532,7982940
7210533,7996253
7210534,7988639
7210535,6598313
7210536,6324418
7210537,6503928
7210538,0
7210539,7961439
7210540,7985487
7210541,7973523
7210542,2020684
7210543,7986243
7210544,7981337
7210545,7528965
7210546,6786026
7210547,7210794
7210548,1671044
7210549,7985819
7210550,7956219
7210551,4200786
7210552,7986054
7210553,3424255
7210554,7871009
7210555,698416
7210556,1527688
7210557,4224523
7210558,7919082
7210559,4703500
7210560,7823965
7210561,3529522
7210562,7982758
7210563,5851502
7210564,7876226
7210565,7993753
7210566,7997170
7210567,6581672
7210568,6562473
7210569,7989259
7210570,7995582
7210571,7981840
7210572,7992918
7210573,3235111
7210574,2877634
7210575,5048976
7210576,6458155
7210577,5681603
7210578,7959325
7210579,7013905
7210580,7923411
7210581,7980592
7210582,2477423
7210583,7886599
7210584,1321206
7210585,7996152
7210586,6103337
7210587,450562
7210588,73395
7210589,7999683
7210590,7988558
7210591,742384
7210592,6924488
7210593,5549531
7210594,2404944
7210595,80971
7210596,7965798
7210597,7986590
7210598,2099121
7210599,42000
7210600,7996284
7210601,7983366
7210602,7983700
7210603,8000013
7210604,7980258
7210605,7985531
7210606,2329201
7210607,7992625
7210608,6857799
7210609,7863922
7210610,7989721
7210611,7798503
7210612,7921854
7210613,7960052
7210614,7642035
7210615,7986910
7210616,7981758
7210617,7983636
7210618,7948180
7210619,2790763
7210620,7886272
7210621,8002652
7210622,7979496
7210623,5584619
7210624,6996093
7210625,7997256
7210626,7996850
7210627,7994758
7210628,7995146
7210629,1687748
7210630,8006534
7210631,7097571
7210632,7980654
7210633,7994913
7210634,3782392
7210635,7987746
7210636,7988965
7210637,7997616
7210638,7904088
7210639,7984975
7210640,7988054
7210641,7986312
7210642,7996603
7210643,7979593
7210644,7828413
7210645,1288783
7210646,7976358
7210647,7917562
7210648,7799499
7210649,7968335
7210650,399658
7210651,7974846
7210652,7980151
7210653,7982225
7210654,7993554
7210655,7992863
7210656,2483796
7210657,7995759
7210658,7991895
7210659,1527599
7210660,7981407
7210661,7997333
7210662,7989041
7210663,7983839
7210664,7987699
7210665,7997650
7210666,7983003
7210667,6354349
7210668,7992512
7210669,7969190
7210670,884388
7210671,3176799
7210672,5667818
7210673,7992094
7210674,7998833
7210675,7996847
7210676,7991833
7210677,7988896
7210678,7963219
7210679,7999763
7210680,7999089
7210681,7982448
7210682,5413057
7210683,7989141
7210684,695277
7210685,7999353
7210686,7993415
7210687,7984490
7210688,7992213
7210689,1877420
7210690,7988210
7210691,7039044
7210692,1775740
7210693,7990493
7210694,7995425
7210695,7981883
7210696,5567859
7210697,411071
7210698,7984498
7210699,7352892
7210700,7983808
7210701,1114677
7210702,7981327
7210703,7986610
7210704,7982131
7210705,4916988
7210706,51470
7210707,7947053
7210708,7955314
7210709,7807024
7210710,7999554
7210711,7979038
7210712,7964803
7210713,4596036
7210714,7985066
7210715,7986779
7210716,7954568
7210717,7989641
7210718,7184267
7210719,7972308
7210720,7980548
7210721,7853245
7210722,7977372
7210723,7387981
7210724,7989062
7210725,21000
7210726,7995754
7210727,7998788
7210728,7999611
7210729,7987942
7210730,4768026
7210731,7989645
7210732,7981549
7210733,7984946
7210734,7979915
7210735,7987973
7210736,7982477
7210737,7993408
7210738,7995509
7210739,7985470
7210740,7982910
7210741,7987327
7210742,7981626
7210743,7999016
7210744,5992761
7210745,6352675
7210746,7984095
7210747,1993254
7210748,7976349
7210749,7997890
7210750,7990286
7210751,7995057
7210752,7983765
7210753,7994385
7210754,7985901
7210755,7958613
7210756,220650
7210757,3725848
7210758,7999534
7210759,7942041
7210760,7982463
7210761,1439079
7210762,7965407
7210763,651902
7210764,7510796
7210765,2566313
7210766,7897987
7210767,7901998
7210768,7982153
7210769,6056784
7210770,933895
7210771,4153361
7210772,7755945
7210773,7916214
7210774,7980674
7210775,7534904
7210776,7981331
7210777,7970368
7210778,7980503
7210779,7985687
7210780,7993007
7210781,7984509
7210782,7980424
7210783,7971395
7210784,7983443
7210785,2453895
7210786,7981659
7210787,5105532
7210788,7991880
7210789,7771875
7210790,8014435
7210791,8009881
7210792,6431551
7210793,7985915
7210794,7987983
7210795,7300998
7210796,7983643
7210797,7986007
7210798,7958491
7210799,7992302
7210800,7987182
7210801,5482372
7210802,5657037
7210803,305479
7210804,7990748
7210805,7914636
7210806,7984957
7210807,7987543
7210808,7972590
7210809,1730583
7210810,7986550
7210811,4169329
7210812,7959898
7210813,7921765
7210814,58774
7210815,7992096
7210816,8005250
7210817,7996386
7210818,7983272
7210819,7986420
7210820,7994834
7210821,7986484
7210822,7987498
7210823,7982882
7210824,7012586
7210825,7874614
7210826,8005315
7210827,7996325
7210828,7994809
7210829,696865
7210830,7988135
7210831,7979503
7210832,7999373
7210833,7992353
7210834,7982541
7210835,7992218
7210836,7997977
7210837,7165521
7210838,7560463
7210839,7997431
7210840,3602626
7210841,7984791
7210842,7995800
7210843,7984412
7210844,6902124
7210845,104238
7210846,7998530
7210847,4159566
7210848,250312
7210849,7983652
7210850,7981493
7210851,7994401
7210852,7969988
7210853,7541693
7210854,7989552
7210855,7990017
7210856,7979691
7210857,7981024
7210858,7989978
7210859,7991839
7210860,7991188
7210861,7945483
7210862,7983461
7210863,7988407
7210864,7989254
7210865,7987734
7210866,0
7210867,7994000
7210868,7991340
7210869,3145530
7210870,7991782
7210871,1318117
7210872,7990475
7210873,7996612
7210874,7965393
7210875,739255
7210876,7979157
7210877,7998221
7210878,7985061
7210879,7998943
7210880,4436614
7210881,7995671
7210882,1229620
7210883,3212085
7210884,110168
7210885,7989198
7210886,7995450
7210887,7989285
7210888,7997527
7210889,7979799
7210890,7975497
7210891,7997086
7210892,7979645
7210893,7742038
7210894,7993376
7210895,7999926
7210896,7791958
7210897,7955183
7210898,7985804
7210899,4842539
7210900,7949379
7210901,7980466
7210902,7985367
7210903,2650224
7210904,7990885
7210905,7985254
7210906,7985608
7210907,7987617
7210908,7996599
7210909,7993403
7210910,7988719
7210911,7997497
7210912,7994087
7210913,7986900
7210914,8004899
7210915,6927023
7210916,379549
7210917,6264061
7210918,7987660
7210919,7996355
7210920,3296711
7210921,3435726
7210922,7982529
7210923,7989861
7210924,7988281
7210925,7985421
7210926,7829809
7210927,7995921
7210928,7984924
7210929,7979166
7210930,4198613
7210931,3124150
7210932,7987887
7210933,2541643
7210934,7990828
7210935,7995544
7210936,2894440
7210937,7982777
7210938,7780686
7210939,776995
7210940,2026711
7210941,7997317
7210942,7991074
7210943,7984798
7210944,7956032
7210945,7999175
7210946,7991576
7210947,7997564
7210948,7980686
7210949,5776558
7210950,7997280
7210951,7988642
7210952,7998776
7210953,1374422
7210954,7983353
7210955,7981924
7210956,7984557
7210957,7998360
7210958,7909327
7210959,7997673
7210960,7720144
7210961,7999338
7210962,5117309
7210963,1267763
7210964,7661154
7210965,7996845
7210966,7989912
7210967,7999951
7210968,7994532
7210969,7998370
7210970,7987949
7210971,7996765
7210972,7995070
7210973,7982830
7210974,7986212
7210975,7984465
7210976,7995128
7210977,7993218
7210978,7991887
7210979,7995428
7210980,7983221
7210981,8002161
7210982,7984885
7210983,7985853
7210984,7996204
7210985,7995382
7210986,7989925
7210987,7987586
7210988,7979260
7210989,7988040
7210990,7991084
7210991,7945595
7210992,7648563
7210993,7988531
7210994,8005457
7210995,7990922
7210996,7996506
7210997,7982861
7210998,7957751
7210999,1906377
7211000,7983396
7211001,7996531
7211002,3856592
7211003,7982971
7211004,3702415
7211005,7986273
7211006,5808860
7211007,7980168
7211008,7991476
7211009,7996134
7211010,7999426
7211011,7992304
7211012,7994333
7211013,5794616
7211014,4243405
7211015,7985729
7211016,7982612
7211017,7988547
7211018,7994805
7211019,7982954
7211020,8004641
7211021,7400549
7211022,8006613
7211023,7731105
7211024,3346387
7211025,6572898
7211026,8000956
7211027,7996309
7211028,625600
7211029,7793638
7211030,4828793
7211031,897738
7211032,7995369
7211033,7500604
7211034,3936332
7211035,8001779
7211036,7997321
7211037,8000969
7211038,7988929
7211039,7981268
7211040,7999639
7211041,7995562
7211042,7337138
7211043,7995915
7211044,7986586
7211045,1459911
7211046,7991116
7211047,7980720
7211048,7985549
7211049,7990832
7211050,7992758
7211051,668485
7211052,7985363
7211053,7982865
7211054,7994853
7211055,3593428
7211056,7023211
7211057,7988213
7211058,5085844
7211059,7992109
7211060,7986332
7211061,7995337
7211062,7997406
7211063,166774
7211064,7990063
7211065,3858819
7211066,771166
7211067,7995411
7211068,7989021
7211069,7086560
7211070,0
7211071,5958738
7211072,7313811
7211073,3805731
7211074,7997726
7211075,7987024
7211076,7994239
7211077,7981517
7211078,7983908
7211079,7979831
7211080,7998914
7211081,7771392
7211082,7982401
7211083,5594311
7211084,7495041
7211085,6315017
7211086,7981179
7211087,3138973
7211088,7997941
7211089,7984781
7211090,7995950
7211091,8004993
7211092,7982738
7211093,7991440
7211094,7990557
7211095,7997960
7211096,7979204
7211097,7965020
7211098,7985414
7211099,7982906
7211100,7995898
7211101,7983862
7211102,4898087
7211103,7990983
7211104,3055536
7211105,7995188
7211106,3965145
7211107,7975173
7211108,6720682
7211109,7975102
7211110,7980417
7211111,7982873
7211112,7983544
7211113,8006479
7211114,6463961
7211115,4488445
7211116,6653405
7211117,7992807
7211118,7995266
7211119,7981697
7211120,7988310
7211121,7985578
7211122,7982165
7211123,4875368
7211124,0
7211125,7980379
7211126,7973502
7211127,7981158
7211128,7996807
7211129,4351403
7211130,7991905
7211131,7997185
7211132,7982731
7211133,4072061
7211134,986126
7211135,7984891
7211136,7959085
7211137,1586505
7211138,6366187
7211139,7987847
7211140,4112678
7211141,7805890
7211142,6964266
7211143,4690719
7211144,7980447
7211145,4715447
7211146,0
7211147,7127233
7211148,2060741
7211149,7983616
7211150,7979887
7211151,5390889
7211152,7979277
7211153,5568708
7211154,7832927
7211155,7978317
7211156,7982849
7211157,7950436
7211158,7995949
7211159,4192483
7211160,7892701
7211161,6596149
7211162,2191930
7211163,7979045
7211164,7994464
7211165,1947686
7211166,7983949
7211167,2211452
7211168,2035441
7211169,6863665
7211170,7985030
7211171,8002752
7211172,7984008
7211173,7984361
7211174,7985637
7211175,6321754
7211176,7988217
7211177,7993313
7211178,7985716
7211179,7993957
7211180,7660514
7211181,970730
7211182,7991644
7211183,7984741
7211184,7960651
7211185,6979003
7211186,7998751
7211187,7067138
7211188,7049442
7211189,759242
7211190,7982405
7211191,4330308
7211192,1249576
7211193,1416489
7211194,7812231
7211195,7993073
7211196,7989233
7211197,7986417
7211198,7996356
7211199,7983736
7211200,4982810
7211201,7979425
7211202,7992160
7211203,7992713
7211204,7999493
7211205,7991984
7211206,7973909
7211207,7979772
7211208,7970758
7211209,7999447
7211210,7969820
7211211,7986104
7211212,7983930
7211213,2899975
7211214,7969506
7211215,7992382
7211216,7993572
7211217,7973044
7211218,7955476
7211219,8001003
7211220,7973647
7211221,7994121
7211222,7993163
7211223,7993743
7211224,7991515
7211225,7980297
7211226,7982151
7211227,7979407
7211228,7995118
7211229,3690218
7211230,7981594
7211231,7992628
7211232,7995957
7211233,1402306
7211234,7991254
7211235,7987800
7211236,7997068
7211237,7986129
7211238,7986272
7211239,7992561
7211240,7996843
7211241,7999411
7211242,7987258
7211243,7994781
7211244,7995887
7211245,7989819
7211246,7986962
7211247,7989813
7211248,7994917
7211249,7983978
7211250,7987067
7211251,7999502
7211252,8007277
7211253,7991176
7211254,7988715
7211255,7991916
7211256,7984902
7211257,7992087
7211258,7997523
7211259,7998434
7211260,7981893
7211261,7984348
7211262,7998572
7211263,7995437
7211264,7996431
7211265,7990085
7211266,7078035
7211267,7991047
7211268,7985005
7211269,7997277
7211270,7980325
7211271,1109495
7211272,7994504
7211273,7990597
7211274,7976108
7211275,7979252
7211276,7988764
7211277,7989549
7211278,7998958
7211279,383745
7211280,7985796
7211281,7993397
7211282,6558045
7211283,4806058
7211284,7993536
7211285,7171474
7211286,7079898
7211287,2681244
7211288,2135814
7211289,1293957
7211290,8003021
7211291,7990473
7211292,7435801
7211293,7989305
7211294,7986600
7211295,7984014
7211296,7988075
7211297,7983706
7211298,7984276
7211299,7981669
7211300,7991692
7211301,7994797
7211302,7991580
7211303,7985110
7211304,7984887
7211305,7984660
7211306,7998619
7211307,7997652
7211308,7994397
7211309,7990146
7211310,7993680
7211311,7986739
7211312,7980804
7211313,7991421
7211314,8001959
7211315,8001611
7211316,7986514
7211317,7984521
7211318,7994522
7211319,7988801
7211320,7987937
7211321,7991179
7211322,2023924
7211323,7995241
7211324,7991881
7211325,7981996
7211326,7992471
7211327,7994692
7211328,7979762
7211329,5968475
7211330,7985872
7211331,7987021
7211332,7993891
7211333,7999913
7211334,7979541
7211335,7985337
7211336,7994013
7211337,7901511
7211338,75683
7211339,1931535
7211340,7988587
7211341,7983988
7211342,7992759
7211343,8004747
7211344,7984987
7211345,7992187
7211346,7999834
7211347,7988134
7211348,7977844
7211349,7993241
7211350,7980032
7211351,7990006
7211352,7989952
7211353,7989123
7211354,7986316
7211355,7982552
7211356,7985360
7211357,7982572
7211358,7988252
7211359,7984123
7211360,5282440
7211361,7995667
7211362,7996072
7211363,7996743
7211364,7987232
7211365,7999498
7211366,7368831
7211367,2192391
7211368,7997343
7211369,7989914
7211370,7990823
7211371,7985352
7211372,1320984
7211373,7987857
7211374,7993095
7211375,7995744
7211376,7994968
7211377,7993109
7211378,3487108
7211379,7996722
7211380,7992220
7211381,7983824
7211382,7978994
7211383,7995135
7211384,7997371
7211385,7987851
7211386,7997741
7211387,7993540
7211388,7991658
7211389,7973001
7211390,4768378
7211391,7996956
7211392,7989143
7211393,2284303
7211394,7981172
7211395,7983113
7211396,7988656
7211397,7981674
7211398,7984338
7211399,7990900
7211400,7993682
7211401,7992212
7211402,7996649
7211403,7999576
7211404,7988448
7211405,7690335
7211406,7982246
7211407,7985541
7211408,7983008
7211409,7992933
7211410,7997411
7211411,6987285
7211412,7996998
7211413,7997419
7211414,7974973
7211415,7997805
7211416,7999138
7211417,7981938
7211418,7999811
7211419,7987130
7211420,7980293
7211421,7994438
7211422,7989007
7211423,7996678
7211424,7991326
7211425,7987206
7211426,7998327
7211427,7991779
7211428,7997106
7211429,7987118
7211430,7987608
7211431,7999327
7211432,7990428
7211433,7989343
7211434,7993805
7211435,7984735
7211436,7982398
7211437,7992632
7211438,7981446
7211439,7988372
7211440,7983993
7211441,7987576
7211442,7956286
7211443,7998015
7211444,7990808
7211445,7982473
7211446,7983765
7211447,7993263
7211448,7999638
7211449,7980572
7211450,7983701
7211451,7984411
7211452,6994769
7211453,7988174
7211454,7977071
7211455,7984351
7211456,7277720
7211457,7998619
7211458,7996340
7211459,7996147
7211460,7980244
7211461,7990567
7211462,8001912
7211463,7979529
7211464,7984560
7211465,7991022
7211466,8002098
7211467,7994076
7211468,7989291
7211469,7926749
7211470,7961578
7211471,7985247
7211472,4451675
7211473,7996608
7211474,7995909
7211475,7996679
7211476,8000124
7211477,157937
7211478,7991284
7211479,7862873
7211480,7988037
7211481,7982891
7211482,7990345
7211483,8007465
7211484,847459
7211485,8002056
7211486,7984965
7211487,7988312
7211488,7989275
7211489,7998670
7211490,7995635
7211491,7987481
7211492,8002549
7211493,7997176
7211494,7988143
7211495,7998241
7211496,7996355
7211497,8000878
7211498,7993499
7211499,7999525
7211500,7993404
7211501,7990915
7211502,7990690
7211503,1862579
7211504,7987383
7211505,7986082
7211506,7984164
7211507,7996632
7211508,7761532
7211509,8003424
7211510,0
7211511,7996688
7211512,0
7211513,7991612
7211514,7989337
7211515,7986988
7211516,7988597
7211517,150995
7211518,7987331
7211519,7998812
7211520,7983745
7211521,7996038
7211522,3669450
7211523,7981139
7211524,3108507
7211525,7985102
7211526,7996630
7211527,7989506
7211528,7992518
7211529,7989275
7211530,7986474
7211531,3399962
7211532,7997819
7211533,7989473
7211534,7991419
7211535,3901496
7211536,78894
7211537,7991066
7211538,7973597
7211539,5134252
7211540,897201
7211541,7994281
7211542,7983015
7211543,7973437
7211544,2073121
7211545,7932791
7211546,7997192
7211547,7990480
7211548,717796
7211549,7996951
7211550,7996566
7211551,7980434
7211552,7996854
7211553,7994749
7211554,7995459
7211555,3633598
7211556,7693098
7211557,7988237
7211558,7980208
7211559,7993309
7211560,2603924
7211561,6471500
7211562,7182007
7211563,7799358
7211564,7993898
7211565,7992764
7211566,0
7211567,7963453
7211568,7818065
7211569,7991237
7211570,5688109
7211571,7996986
7211572,7987034
7211573,5948449
7211574,667831
7211575,7979636
7211576,6450115
7211577,7995394
7211578,7981041
7211579,5452883
7211580,7995293
7211581,7989926
7211582,3233207
7211583,1879416
7211584,7979405
7211585,7979100
7211586,7997331
7211587,7987171
7211588,7977815
7211589,7983837
7211590,5406395
7211591,7993241
7211592,7980887
7211593,7980409
7211594,7159523
7211595,7997184
7211596,7999885
7211597,7891977
7211598,4473723
7211599,4342001
7211600,7948966
7211601,7927000
7211602,7981946
7211603,7986359
7211604,7988292
7211605,4527861
7211606,7950119
7211607,2888499
7211608,6019783
7211609,0
7211610,7995204
7211611,7988876
7211612,7942399
7211613,4589554
7211614,7990906
7211615,7384088
7211616,7486676
7211617,7995532
7211618,1647445
7211619,7908417
7211620,7994723
7211621,7998030
7211622,7843114
7211623,1085234
7211624,7963850
7211625,7995804
7211626,3279096
7211627,7956831
7211628,7999127
7211629,7982473
7211630,7988533
7211631,7994667
7211632,7993594
7211633,7979741
7211634,6278656
7211635,7987416
7211636,7980553
7211637,2911152
7211638,2982830
7211639,7993768
7211640,7979831
7211641,4842722
7211642,2458575
7211643,7980384
7211644,7985874
7211645,7988428
7211646,7970419
7211647,5915011
7211648,1059860
7211649,7995306
7211650,7966011
7211651,7995496
7211652,5404943
7211653,1028800
7211654,7979137
7211655,7982190
7211656,6840485
7211657,7531686
7211658,7985706
7211659,7954820
7211660,7995127
7211661,7981349
7211662,0
7211663,7920779
7211664,7923680
7211665,7982831
7211666,7989600
7211667,660542
7211668,7995887
7211669,7987266
7211670,7958970
7211671,7998524
7211672,7991266
7211673,7990370
7211674,7994442
7211675,7983022
7211676,7997173
7211677,4956633
7211678,21000
7211679,7989444
7211680,1926665
7211681,7980400
7211682,6897517
7211683,7996534
7211684,7991040
7211685,7993296
7211686,7984441
7211687,7989615
7211688,7990891
7211689,3749999
7211690,7997279
7211691,7993723
7211692,7946277
7211693,7988383
7211694,7980115
7211695,7985248
7211696,6454908
7211697,7908708
7211698,7870993
7211699,8000487
7211700,7725511
7211701,7537611
7211702,7983548
7211703,7988397
7211704,5799992
7211705,1732716
7211706,7997171
7211707,7986915
7211708,7992315
7211709,4805111
7211710,732144
7211711,992542
7211712,7985334
7211713,7980330
7211714,7997894
7211715,7992311
7211716,7987431
7211717,7829256
7211718,7915167
7211719,7649628
7211720,7512233
7211721,7990775
7211722,7987042
7211723,7995456
7211724,7987820
7211725,7999390
7211726,7726222
7211727,7985202
7211728,5281975
7211729,7996610
7211730,7988046
7211731,5347510
7211732,7994424
7211733,7987526
7211734,7539229
7211735,21000
7211736,7997436
7211737,7128161
7211738,7981006
7211739,7997862
7211740,5377867
7211741,7976623
7211742,2664200
7211743,7838993
7211744,7990327
7211745,1080686
7211746,7989398
7211747,4893581
7211748,2182484
7211749,7985818
7211750,7987402
7211751,7989221
7211752,7992910
7211753,7983188
7211754,7980805
7211755,7991554
7211756,7994804
7211757,7985207
7211758,6480426
7211759,0
7211760,4558766
7211761,5809274
7211762,7987324
7211763,4701158
7211764,7996244
7211765,7989128
7211766,7972974
7211767,7989342
7211768,7982839
7211769,2673779
7211770,7995026
7211771,7984334
7211772,7997383
7211773,7984058
7211774,7992827
7211775,7996338
7211776,7983724
7211777,7967124
7211778,7993463
7211779,7987961
7211780,6745232
7211781,7996937
7211782,7989928
7211783,7989931
7211784,7995670
7211785,7983242
7211786,7986680
7211787,7965122
7211788,7799089
7211789,2352880
7211790,79626
7211791,7980658
7211792,1539591
7211793,7993896
7211794,2080333
7211795,8001472
7211796,7991062
7211797,7980898
7211798,7983923
7211799,7994951
7211800,0
7211801,3532816
7211802,7983192
7211803,6406583
7211804,7992649
7211805,7994704
7211806,4565830
7211807,7988527
7211808,1703451
7211809,7999668
7211810,224916
7211811,7996937
7211812,7987785
7211813,7985880
7211814,7454129
7211815,5039652
7211816,7992118
7211817,7982132
7211818,7990470
7211819,3152270
7211820,5143040
7211821,1680333
7211822,7983744
7211823,7988730
7211824,4378398
7211825,7983172
7211826,7993006
7211827,7997689
7211828,1268498
7211829,7981625
7211830,1147620
7211831,7995689
7211832,6899975
7211833,7985842
7211834,6324058
7211835,1998112
7211836,7999236
7211837,7997301
7211838,7980338
7211839,7996672
7211840,7989412
7211841,1405323
7211842,7990901
7211843,5095920
7211844,926705
7211845,5746136
7211846,7984029
7211847,1893162
7211848,7997324
7211849,7997587
7211850,7979572
7211851,7427509
7211852,5519079
7211853,377949
7211854,7983194
7211855,7983679
7211856,7994269
7211857,7985715
7211858,7989290
7211859,7990889
7211860,7990617
7211861,7996590
7211862,7986690
7211863,7992743
7211864,7986485
7211865,7998147
7211866,7993962
7211867,7997616
7211868,1024257
7211869,7999424
7211870,7987503
7211871,7981981
7211872,7994224
7211873,7995246
7211874,6861257
7211875,7931578
7211876,3677189
7211877,7994462
7211878,7991754
7211879,7980294
7211880,7981333
7211881,1358462
7211882,7982355
7211883,5561521
7211884,7993838
7211885,7991900
7211886,7984042
7211887,7996764
7211888,7989405
7211889,3553276
7211890,7982251
7211891,7991652
7211892,7984876
7211893,7715695
7211894,4153175
7211895,7988521
7211896,5584627
7211897,7989209
7211898,7725299
7211899,3215500
7211900,7989010
7211901,7990524
7211902,7980407
